#build-management--archiva--dependabot[bot],#build-management--archiva--kaiyaok2,#build-management--archiva--elukey,#build-management--archiva--jozefizso,#build-management--archiva--joestr,#build-management--archiva--jacobtolar,#build-management--archiva--dtrebbien,#build-management--archiva--CMoH,#build-management--archiva--mebigfatguy,#build-management--archiva--jmutawa,#build-management--archiva--ecki,#build-management--archiva--carlossg,#build-management--archiva--svogt,#build-management--archiva--jbonofre,#build-management--archiva--dennisl,#build-management--archiva--mfncooper,#build-management--archiva--aheritier,#build-management--archiva--neonics,#build-management--archiva--jdcasey,#build-management--archiva--effrafax,#build-management--archiva--olamy,#build-management--archiva--jvanzyl,#build-management--archiva--ebarboni,#build-management--archiva--brettporter,#build-management--archiva--,#build-management--archiva--forjsharp,#build-management--archiva--oching,#build-management--archiva--pjfanning,#build-management--archiva--ndeloof,#build-management--archiva--emsouza
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024479804161566705,0.014942797104833061,0.015384615384615385,0.017857142857142856,0.11634349030470914,0.16105769230769232,0.16666666666666666,0.215929203539823,0.3333333333333333,0.5263157894736842,1.0
