#build-management--creadur-rat--dependabot[bot],#build-management--creadur-rat--XenoAmess,#build-management--creadur-rat--kalgon,#build-management--creadur-rat--rfscholte,#build-management--creadur-rat--mik-laj,#build-management--creadur-rat--nielsbasjes,#build-management--creadur-rat--danielshahaf,#build-management--creadur-rat--,#build-management--creadur-rat--SorraTheOrc,#build-management--creadur-rat--brianf,#build-management--creadur-rat--dennisl,#build-management--creadur-rat--gmcdonald,#build-management--creadur-rat--itstechupnorth,#build-management--creadur-rat--ottlinger,#build-management--creadur-rat--jochenw,#build-management--creadur-rat--sebbASF,#build-management--creadur-rat--khmarbaise,#build-management--creadur-rat--bodewig,#build-management--creadur-rat--michael-o
0,0,0,0,0,0,0,0,0,0,0.0196078431372549,0.03125,0.05204460966542751,0.052109181141439205,0.06542056074766354,0.07874015748031496,0.125,0.13013698630136986,0.5
