#build-management--creadur-whisker--ottlinger,#build-management--creadur-whisker--dependabot[bot],#build-management--creadur-whisker--dennisl,#build-management--creadur-whisker--sebbASF,#build-management--creadur-whisker--danielshahaf,#build-management--creadur-whisker--itstechupnorth
0,0,0,0,0,0.023980815347721823
