#build-management--ant-ivy--bodewig,#build-management--ant-ivy--bernolanger,#build-management--ant-ivy--arcticgeek,#build-management--ant-ivy--simon04,#build-management--ant-ivy--jmkf,#build-management--ant-ivy--aanno,#build-management--ant-ivy--twogee,#build-management--ant-ivy--apupier,#build-management--ant-ivy--chinhodado,#build-management--ant-ivy--qxo,#build-management--ant-ivy--ernisv,#build-management--ant-ivy--cstanfill,#build-management--ant-ivy--jbaruch,#build-management--ant-ivy--jeanlouisboudart,#build-management--ant-ivy--cpfeiffer,#build-management--ant-ivy--hibnico,#build-management--ant-ivy--,#build-management--ant-ivy--maartenc,#build-management--ant-ivy--jaikiran,#build-management--ant-ivy--mbenson,#build-management--ant-ivy--javabrett
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032520325203252036,0.03260869565217391,0.03431372549019608,0.06666666666666667,0.18181818181818182,1.0
