#build-management--maven-doxia--hboutemy,#build-management--maven-doxia--michael-o,#build-management--maven-doxia--dependabot[bot],#build-management--maven-doxia--kwin,#build-management--maven-doxia--slawekjaranowski,#build-management--maven-doxia--feckertson,#build-management--maven-doxia--cstamas,#build-management--maven-doxia--gnodet,#build-management--maven-doxia--elharo,#build-management--maven-doxia--abelsromero,#build-management--maven-doxia--slachiewicz,#build-management--maven-doxia--qualitesys,#build-management--maven-doxia--plan3d,#build-management--maven-doxia--bertysentry,#build-management--maven-doxia--michaelboyles,#build-management--maven-doxia--dependabot-preview[bot],#build-management--maven-doxia--minfrin,#build-management--maven-doxia--JLLeitschuh,#build-management--maven-doxia--harawata,#build-management--maven-doxia--khmarbaise,#build-management--maven-doxia--jmones,#build-management--maven-doxia--dennisl,#build-management--maven-doxia--,#build-management--maven-doxia--rfscholte,#build-management--maven-doxia--stephenc,#build-management--maven-doxia--ChristianSchulte,#build-management--maven-doxia--krosenvold,#build-management--maven-doxia--olamy,#build-management--maven-doxia--bimargulies,#build-management--maven-doxia--brettporter,#build-management--maven-doxia--bentmann,#build-management--maven-doxia--brianf,#build-management--maven-doxia--aheritier,#build-management--maven-doxia--jdcasey,#build-management--maven-doxia--jvanzyl,#build-management--maven-doxia--carlossg,#build-management--maven-doxia--neonics,#build-management--maven-doxia--trygvis
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
