#database--zookeeper--asdf2014,#database--zookeeper--cnauroth,#database--zookeeper--Randgalt,#database--zookeeper--afine,#database--zookeeper--henryr,#database--zookeeper--rakeshadr,#database--zookeeper--skamille,#database--zookeeper--rgs1,#database--zookeeper--fpj,#database--zookeeper--breed
592,2655,1417,378,1018,999,1968,586,3251,2196
0.2857142857142857,0.29411764705882354,0.36363636363636365,0.2727272727272727,1.5925925925925926,0.5416666666666666,0.9104477611940298,0.31746031746031744,1.2777777777777777,1.303448275862069
0.2857142857142857,0.23529411764705882,0.2727272727272727,0.22727272727272727,0.4444444444444444,0.2708333333333333,0.44776119402985076,0.2222222222222222,0.4111111111111111,0.4068965517241379
