#big-data--storm--moesol,#big-data--storm--vivekmittal,#big-data--storm--jiangzhileaf,#big-data--storm--VipinRathor,#big-data--storm--pasalkarsachin1,#big-data--storm--pershyn,#big-data--storm--omerhadari,#big-data--storm--manuzhang,#big-data--storm--Zhiqiang-He,#big-data--storm--viktortnk,#big-data--storm--Lazyshot,#big-data--storm--lukess,#big-data--storm--reiabreu,#big-data--storm--jfenc91,#big-data--storm--askprasanna,#big-data--storm--diogopmonteiro,#big-data--storm--adityasharad,#big-data--storm--eshioji,#big-data--storm--kamleshbhatt,#big-data--storm--brndnmtthws,#big-data--storm--sumitchawla,#big-data--storm--omkreddy,#big-data--storm--hmcl
0.00013850415512465375,0.0002770083102493075,0.0002770083102493075,0.0002770083102493075,0.0002770083102493075,0.0002770083102493075,0.0004155124653739612,0.0004155124653739612,0.000554016620498615,0.000554016620498615,0.000554016620498615,0.0006925207756232687,0.0006925207756232687,0.0006925207756232687,0.0006925207756232687,0.0006925207756232687,0.0009695290858725762,0.00110803324099723,0.0019390581717451524,0.002770083102493075,0.0029085872576177286,0.007202216066481994,0.025207756232686982
1.0,3.0,1.0,2.0,1.0,0.5,2.0,0.5,1.0,0.5,0.5,1.3333333333333333,1.0,11.0,2.3333333333333335,0.5,0.5,1.0,0.5384615384615384,1.0,0.6666666666666666,0.75,0.875
1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.3333333333333333,0.5,1.0,0.6666666666666666,0.5,0.5,0.6666666666666666,0.38461538461538464,0.3333333333333333,0.3333333333333333,0.625,0.3958333333333333
