#big-data--knox--apiloqbc,#big-data--knox--harshiljhaveri,#big-data--knox--nixonrodrigues,#big-data--knox--ZacBlanco,#big-data--knox--nxverma,#big-data--knox--rlevas
0.00018268176835951772,0.0005480453050785532,0.0010960906101571063,0.0010960906101571063,0.0012787723785166241,0.021921812203142127
1.0,0.5,0.5,1.5,1.0,0.6666666666666666
1.0,0.5,0.5,1.0,1.0,0.4444444444444444
