#big-data--spark--misha-cloudera,#big-data--spark--jamesthomp,#big-data--spark--mike0sv,#big-data--spark--samelamin,#big-data--spark--vofque,#big-data--spark--sumansomasundar,#big-data--spark--lovexi,#big-data--spark--mrkm4ntr,#big-data--spark--agsachin,#big-data--spark--davidnavas,#big-data--spark--ooq,#big-data--spark--leoluan2009
0.0002070107645597571,0.0002760143527463428,0.0002760143527463428,0.0002760143527463428,0.0004140215291195142,0.0004140215291195142,0.00048302511730609994,0.00048302511730609994,0.0005520287054926856,0.0009660502346121999,0.0011730609991719568,0.003105161468396357
0.5,0.5,1.0,0.5,1.0,4.0,0.5,1.0,0.5,1.0,1.5,0.5
0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5
