#big-data--tez--jshmchenxi,#big-data--tez--hagleitn,#big-data--tez--pgaref,#big-data--tez--r0hini,#big-data--tez--acmurthy,#big-data--tez--sidseth,#big-data--tez--
0.0005608524957936063,0.0011217049915872126,0.0016825574873808188,0.0025238362310712283,0.08468872686483454,0.37913628715647785,0.4097027481772294
1.0,0.5,2.0,0.6666666666666666,0.5,0.8204283360790774,0.6002400960384153
1.0,0.5,1.0,0.6666666666666666,0.5,0.4497528830313015,0.3457382953181273
