#big-data--avro--sigand,#big-data--avro--john-karp,#big-data--avro--MickJermsurawong,#big-data--avro--gkomlossi,#big-data--avro--shijinkui,#big-data--avro--tnine,#big-data--avro--trompa,#big-data--avro--aeroevan,#big-data--avro--teabot,#big-data--avro--epalace,#big-data--avro--kan-izh,#big-data--avro--srujann,#big-data--avro--mkw,#big-data--avro--yibing-shi,#big-data--avro--jacobtolar,#big-data--avro--unchuckable
0.00023736055067647758,0.00047472110135295516,0.00047472110135295516,0.00047472110135295516,0.00047472110135295516,0.00047472110135295516,0.00047472110135295516,0.0007120816520294327,0.0026109660574412533,0.0026109660574412533,0.0026109660574412533,0.0028483266081177306,0.0028483266081177306,0.004509850462853074,0.0059340137669119395,0.006408734868264894
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.5,1.0,1.0,1.5,0.8,0.8
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.4,0.4
