#big-data--samza--smccauliff,#big-data--samza--byjiang1996,#big-data--samza--garryturk,#big-data--samza--VartulAgrawal,#big-data--samza--isolis,#big-data--samza--elgeish,#big-data--samza--s-noghabi,#big-data--samza--strkkk,#big-data--samza--lindong28,#big-data--samza--pdu-mn1,#big-data--samza--atoomula,#big-data--samza--srinipunuru,#big-data--samza--sborya,#big-data--samza--navina
0.0005748778384593274,0.0008623167576889911,0.0008623167576889911,0.0008623167576889911,0.0025869502730669733,0.004886461626904283,0.006898534061511929,0.016671457315320496,0.02242023569991377,0.023857430296062087,0.04713998275366484,0.047714860592124174,0.05432595573440644,0.08192009198045415
2.0,1.0,1.0,1.0,1.0,0.5,0.6,0.6666666666666666,0.8,1.0,0.5892857142857143,0.8157894736842105,0.7301587301587301,1.0740740740740742
1.0,1.0,0.5,1.0,0.5,0.5,0.6,0.3333333333333333,0.4,0.3333333333333333,0.48214285714285715,0.6052631578947368,0.3968253968253968,0.3333333333333333
