#javaee--deltaspike--danielsoro,#javaee--deltaspike--chkal,#javaee--deltaspike--rmannibucau,#javaee--deltaspike--
0.017828716969118114,0.026106335561922954,0.034383954154727794,0.16523400191021967
0.23809523809523808,0.2391304347826087,0.6829268292682927,0.2857142857142857
0.2857142857142857,0.1956521739130435,0.2926829268292683,0.18681318681318682
