#javaee--openjpa--dependabot[bot],#javaee--openjpa--s4iko,#javaee--openjpa--jeanouii,#javaee--openjpa--jbonofre,#javaee--openjpa--dazey3,#javaee--openjpa--simesi,#javaee--openjpa--PoojaChandak,#javaee--openjpa--nemux,#javaee--openjpa--cschneider,#javaee--openjpa--solomax,#javaee--openjpa--eolivelli,#javaee--openjpa--struberg,#javaee--openjpa--rmannibucau,#javaee--openjpa--ilgrosso,#javaee--openjpa--papajdo,#javaee--openjpa--,#javaee--openjpa--mikedd,#javaee--openjpa--bmarwell,#javaee--openjpa--tandraschko
0,0,0,0,0,0,0,0,0,0.047619047619047616,0.05263157894736842,0.058823529411764705,0.0784313725490196,0.08108108108108109,0.18518518518518517,0.18673100120627262,0.25544554455445545,0.3333333333333333,0.75
