#javaee--bval--jeanouii,#javaee--bval--tandraschko,#javaee--bval--struberg,#javaee--bval--mnour,#javaee--bval--gmcdonald,#javaee--bval--matzew,#javaee--bval--mbenson,#javaee--bval--rmannibucau,#javaee--bval--simonetripodi,#javaee--bval--
0,0,0,0,0,0,0.037953795379537955,0.078125,0.10752688172043011,0.16161616161616163
