#javaee--deltaspike--hazendaz,#javaee--deltaspike--rzo1,#javaee--deltaspike--vanta,#javaee--deltaspike--beikov,#javaee--deltaspike--skybber,#javaee--deltaspike--melloware,#javaee--deltaspike--lorenzleutgeb,#javaee--deltaspike--SethFalco,#javaee--deltaspike--Daniel-Dos,#javaee--deltaspike--dengliming,#javaee--deltaspike--JLLeitschuh,#javaee--deltaspike--dependabot[bot],#javaee--deltaspike--j-be,#javaee--deltaspike--jw941,#javaee--deltaspike--elexx,#javaee--deltaspike--seanf,#javaee--deltaspike--Mobe91,#javaee--deltaspike--manovotn,#javaee--deltaspike--ottlinger,#javaee--deltaspike--anthonyvdotbe,#javaee--deltaspike--famod,#javaee--deltaspike--subaochen,#javaee--deltaspike--oscerd,#javaee--deltaspike--kalgon,#javaee--deltaspike--OndroMih,#javaee--deltaspike--ivanjunckes,#javaee--deltaspike--jharting,#javaee--deltaspike--jakobk,#javaee--deltaspike--rsmeral,#javaee--deltaspike--bafco,#javaee--deltaspike--The-Alchemist,#javaee--deltaspike--michellemurray,#javaee--deltaspike--antoinesd,#javaee--deltaspike--mbenson,#javaee--deltaspike--codylerum,#javaee--deltaspike--gnodet,#javaee--deltaspike--rdebusscher,#javaee--deltaspike--bdaw,#javaee--deltaspike--matzew,#javaee--deltaspike--lukaszlenart,#javaee--deltaspike--mbogoevici,#javaee--deltaspike--johnament,#javaee--deltaspike--rafabene,#javaee--deltaspike--hwellmann,#javaee--deltaspike--tandraschko,#javaee--deltaspike--gpetracek,#javaee--deltaspike--struberg,#javaee--deltaspike--sbryzak,#javaee--deltaspike--ArneLimburg,#javaee--deltaspike--LightGuard,#javaee--deltaspike--danielsoro,#javaee--deltaspike--chkal,#javaee--deltaspike--tremes,#javaee--deltaspike--,#javaee--deltaspike--rmannibucau,#javaee--deltaspike--hiddewie,#javaee--deltaspike--DennisRippinger,#javaee--deltaspike--pedroigor,#javaee--deltaspike--lincolnthree,#javaee--deltaspike--kenfinnigan
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09202453987730061,0.0975609756097561,0.13793103448275862,0.1423076923076923,0.1564039408866995,0.1769352290679305,0.18518518518518517,0.2,0.2222222222222222,0.23809523809523808,0.2391304347826087,0.25,0.2857142857142857,0.6829268292682927,1.0,1.0,1.0,4.0,6.0
