curator,httpcomponents-core,httpcomponents-client,felix,openwebbeans,mina-sshd,tomee,cxf,calcite,drill,avro,beam,bigtop,bookkeeper,carbondata,daffodil,flume,giraph,helix,incubator-datafu,kafka,knox,samza,spark,storm,tez,zeppelin,ant-ivy,ant-ivyde,archiva,creadur-rat,creadur-whisker,maven-doxia,maven,yetus,brooklyn,camel,cloudstack,incubator-milagro,jclouds,libcloud,mesos,vcl,any23,incubator-freemarker,manifoldcf,ofbiz,pdfbox,cassandra,cayenne,cocoon,empire-db,gora,iotdb,openjpa,pig,zookeeper,xmlgraphics-batik,xmlgraphics-fop,geronimo,thrift,bval,deltaspike,myfaces,aries,commons-bcel,commons-beanutils,commons-bsf,commons-chain,commons-cli,commons-codec,commons-collections,commons-compress,commons-configuration,commons-crypto,commons-csv,commons-daemon,commons-dbcp,commons-dbutils,commons-digester,commons-email,commons-exec,commons-fileupload,commons-geometry,commons-imaging,commons-io,commons-jci,commons-jcs,commons-jelly,commons-jexl,commons-jxpath,commons-lang,commons-logging,commons-math,commons-net,commons-numbers,commons-ognl,commons-pool,commons-proxy,commons-rdf,commons-rng,commons-scxml,commons-statistics,commons-text,commons-vfs,commons-weaver,directory-kerby,groovy,hudi,jena,logging-log4cxx,logging-log4net,logging-log4php,mahout,opennlp,pivot,shiro,steve,velocity-tools,directory-studio,mina,qpid,directory-server,james,karaf,mina-ftpserver,mina-vysper,isis,myfaces-tobago,nutch,wicket
1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.23529411764705882,0.125,0.11764705882352941,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0
