#xml--cayenne--AlexandrShestak,#xml--cayenne--nismooooooo,#xml--cayenne--ollybondareva,#xml--cayenne--const1993,#xml--cayenne--AlexKolonitsky,#xml--cayenne--johnthuss,#xml--cayenne--
0.002310762551642042,0.006092010363419929,0.008682865345564035,0.00959316574469575,0.018906239058889433,0.019536447027519083,0.11294727259995799
0.3333333333333333,0.2682926829268293,0.4,0.28888888888888886,0.2631578947368421,0.22666666666666666,0.2395693135935397
0.4444444444444444,0.2682926829268293,0.4,0.24444444444444444,0.21052631578947367,0.22666666666666666,0.2597577388963661
