#http--geronimo--jgawor,#http--geronimo--jaydm,#http--geronimo--bsnyder,#http--geronimo--ebcraig,#http--geronimo--gnodet,#http--geronimo--RoUS,#http--geronimo--jstrachan,#http--geronimo--jvanzyl,#http--geronimo--gstein,#http--geronimo--,#http--geronimo--dims,#http--geronimo--djencks,#http--geronimo--dain,#http--geronimo--jaceklaskowski,#http--geronimo--chirino,#http--geronimo--jgenender,#http--geronimo--dblevins
0,0,0,0,0,0,0,0,0,0.004006868918145392,0.0053475935828877,0.01200750469043152,0.012941176470588235,0.014218009478672985,0.01652892561983471,0.025362318840579712,0.031007751937984496
