#http--cocoon--ilgrosso,#http--cocoon--cdamioli,#http--cocoon--simonetripodi,#http--cocoon--devkat,#http--cocoon--rgoers,#http--cocoon--swallez,#http--cocoon--bdelacretaz,#http--cocoon--tcurdt,#http--cocoon--stefanom,#http--cocoon--pfumagalli,#http--cocoon--osi,#http--cocoon--rubys,#http--cocoon--cziegeler,#http--cocoon--reinhard,#http--cocoon--,#http--cocoon--lgawron,#http--cocoon--gkossakowski,#http--cocoon--jashaj,#http--cocoon--SimoneGianni
0,0,0,0,0,0,0,0,0,0,0,0,0.001466275659824047,0.0014925373134328358,0.00307152259763054,0.0045871559633027525,0.021798365122615803,0.08333333333333333,0.10526315789473684
