#build-management--archiva--emsouza,#build-management--archiva--pjfanning,#build-management--archiva--forjsharp,#build-management--archiva--ndeloof,#build-management--archiva--oching,#build-management--archiva--
0.00014835694681403458,0.0006676062606631555,0.0012610340479192938,0.003115495883094726,0.0956902306950523,0.3843186707217566
1.0,0.3333333333333333,0.16666666666666666,0.5263157894736842,0.215929203539823,0.16105769230769232
1.0,0.3333333333333333,0.16666666666666666,0.47368421052631576,0.20176991150442478,0.22355769230769232
