#http--thrift--bgould,#http--thrift--qinghui-xu,#http--thrift--belugabehr,#http--thrift--toddlipcon
0.004743246030109301,0.009898948236749845,0.013198597648999794,0.015467106619921633
0.125,0.1,0.13793103448275862,0.2857142857142857
0.125,0.1,0.10344827586206896,0.14285714285714285
