Issue Type,Issue key,Issue id,Parent id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,VYSPER-209,12466325,,Pubsub create message stanza in wrong namespace on sending to subscribes,niklas,niklas,Major,Closed,Fixed,07/Jun/10 09:02,07/Jun/10 09:03,
Bug,VYSPER-208,12466324,,IQHandler is too lax in checking what namespace an inner element is in,niklas,niklas,Major,Closed,Fixed,07/Jun/10 08:54,07/Jun/10 08:56,
Task,VYSPER-195,12460606,,Remove dependency on nekopull,niklas,niklas,Major,Closed,Fixed,29/Mar/10 21:30,07/May/10 21:14,
Task,VYSPER-196,12460607,,Merge nbxml-sax branch into trunk,niklas,niklas,Major,Closed,Fixed,29/Mar/10 21:32,06/May/10 09:23,
Bug,VYSPER-20,12385434,,Extend the set of session states,,brainlounge,Major,Resolved,Later,02/Jan/08 11:42,28/Apr/10 14:40,
Improvement,VYSPER-182,12434581,,Allow for components to return service disco responses on their own subdomain,brainlounge,brainlounge,Major,Resolved,Fixed,02/Sep/09 05:00,28/Apr/10 14:05,
Bug,VYSPER-201,12462867,,Re-enable routing of IQ stanzas to component,brainlounge,brainlounge,Major,Resolved,Fixed,23/Apr/10 12:42,27/Apr/10 19:46,
Improvement,VYSPER-95,12429571,,Multi-module build for Vysper,niklas,niklas,Major,Closed,Fixed,05/Jul/09 19:52,18/Mar/10 11:11,
Bug,VYSPER-187,12458563,,Spring configuration is broken,niklas,eiswind,Major,Closed,Fixed,09/Mar/10 18:14,09/Mar/10 21:26,
Improvement,VYSPER-184,12458209,,Make build create pret-a-porter start scripts for the server,brainlounge,brainlounge,Major,Resolved,Fixed,05/Mar/10 06:21,06/Mar/10 07:21,
Sub-task,VYSPER-123,12430579,12430578,Modifying the Room Subject,niklas,niklas,Major,Closed,Fixed,15/Jul/09 22:11,04/Oct/09 21:27,
Sub-task,VYSPER-115,12430571,12430564,Occupant Modification of the Room Subject,niklas,niklas,Major,Closed,Fixed,15/Jul/09 22:07,04/Oct/09 21:27,
Sub-task,VYSPER-110,12430566,12430564,Exiting a Room,niklas,niklas,Major,Closed,Fixed,15/Jul/09 22:06,13/Sep/09 21:32,
Sub-task,VYSPER-113,12430569,12430564,Inviting Another User to a Room,niklas,niklas,Major,Closed,Fixed,15/Jul/09 22:07,13/Sep/09 21:32,
Sub-task,VYSPER-109,12430565,12430564,Entering a Room,niklas,niklas,Major,Closed,Fixed,15/Jul/09 22:06,13/Sep/09 21:31,
Bug,VYSPER-183,12435025,,Exception thrown in org.apache.vysper.xmpp.delivery.inbound.DeliveringInboundStanzaRelay$Relay.deliverToBareJID when sending groupchat message,brainlounge,niklas,Major,Resolved,Fixed,07/Sep/09 16:38,10/Sep/09 10:14,
Bug,VYSPER-24,12407734,,Allow stanza handling without active session,brainlounge,brainlounge,Major,Resolved,Fixed,03/Nov/08 21:01,01/Sep/09 12:30,
Bug,VYSPER-6,12407852,,Support Directed Presence,brainlounge,brainlounge,Major,Resolved,Fixed,05/Nov/08 12:24,01/Sep/09 12:17,
Improvement,VYSPER-176,12433539,,Internally route stanzas to a component,brainlounge,brainlounge,Major,Resolved,Fixed,20/Aug/09 06:57,01/Sep/09 10:12,
Improvement,VYSPER-172,12432818,,Allow modules to register for a subdomain,brainlounge,niklas,Major,Resolved,Fixed,11/Aug/09 19:58,01/Sep/09 10:11,
Sub-task,VYSPER-112,12430568,12430564,Changing Availability Status,niklas,niklas,Major,Closed,Fixed,15/Jul/09 22:06,24/Aug/09 11:25,
Improvement,VYSPER-151,12431465,,"Fix and extend ""affiliations""",mjakl,mjakl,Major,Resolved,Fixed,26/Jul/09 17:02,23/Aug/09 22:02,
Sub-task,VYSPER-161,12431734,12431465,"Make sure that the last ""owner"" cannot resign.",mjakl,mjakl,Major,Resolved,Fixed,29/Jul/09 19:34,23/Aug/09 21:59,
Sub-task,VYSPER-160,12431733,12431465,Enable transitions between affiliations (owner-task),mjakl,mjakl,Major,Resolved,Fixed,29/Jul/09 19:33,23/Aug/09 21:59,
Sub-task,VYSPER-159,12431732,12431466,"Introduce the subscription states (none, pending, unconfigured, subscribed)",mjakl,mjakl,Major,Open,,29/Jul/09 19:32,23/Aug/09 20:29,
Sub-task,VYSPER-178,12433778,12431465,Implement Retrieve Affiliations (8.9.1),mjakl,mjakl,Major,Resolved,Fixed,22/Aug/09 23:30,22/Aug/09 23:51,
Sub-task,VYSPER-111,12430567,12430564,Changing Nickname,niklas,niklas,Major,Closed,Fixed,15/Jul/09 22:06,21/Aug/09 21:07,
Sub-task,VYSPER-117,12430573,12430564,Sending a Message to All Occupants,niklas,niklas,Major,Closed,Fixed,15/Jul/09 22:08,20/Aug/09 20:25,
Sub-task,VYSPER-177,12433609,12430556,Querying for extended room information,,niklas,Major,Open,,20/Aug/09 20:24,20/Aug/09 20:24,
Sub-task,VYSPER-107,12430563,12430556,Discovering Client Support for MUC,niklas,niklas,Major,Closed,Invalid,15/Jul/09 22:05,20/Aug/09 20:23,
Sub-task,VYSPER-106,12430562,12430556,Querying a Room Occupant,niklas,niklas,Major,Closed,Fixed,15/Jul/09 22:05,20/Aug/09 20:22,
Sub-task,VYSPER-116,12430572,12430564,Sending a Private Message,niklas,niklas,Major,Closed,Fixed,15/Jul/09 22:07,19/Aug/09 21:13,
Sub-task,VYSPER-105,12430561,12430556,Querying for Room Items,niklas,niklas,Major,Closed,Fixed,15/Jul/09 22:04,19/Aug/09 21:11,
New Feature,VYSPER-171,12432310,,Retrieve Affiliations (XEP-0060 5.7),mjakl,mjakl,Major,Closed,Fixed,05/Aug/09 18:31,16/Aug/09 18:13,
Sub-task,VYSPER-158,12431731,12431465,Introduce the various affiliations a user can have,mjakl,mjakl,Major,Closed,Fixed,29/Jul/09 19:29,16/Aug/09 18:13,
Bug,VYSPER-149,12430741,,Pubsub Handlers hold state,mjakl,brainlounge,Major,Closed,Fixed,17/Jul/09 07:47,16/Aug/09 18:13,
Bug,VYSPER-90,12429510,,Make sure that a publisher can only overwrite items published by him/her.,mjakl,mjakl,Major,Closed,Later,03/Jul/09 20:26,16/Aug/09 18:13,
Bug,VYSPER-88,12429450,,disco#info for LeafNodes is incomplete.,mjakl,mjakl,Major,Closed,Fixed,03/Jul/09 08:49,16/Aug/09 18:13,
Sub-task,VYSPER-86,12429052,12429050,Order the items of a node (messages) in reversed chronological order when requesting all/some items.,mjakl,mjakl,Major,Closed,Fixed,28/Jun/09 20:00,16/Aug/09 18:13,
New Feature,VYSPER-85,12429051,,Retrieve subscriptions for LeafNodes (XEP-0060 5.6),mjakl,mjakl,Major,Closed,Fixed,28/Jun/09 17:16,16/Aug/09 18:13,
Sub-task,VYSPER-64,12426062,12423810,Wire model classes to storage providers,mjakl,mjakl,Major,Closed,Fixed,21/May/09 21:00,16/Aug/09 18:13,
Sub-task,VYSPER-55,12425010,12423810,Create a Node (XEP-0060 8.1),mjakl,mjakl,Major,Closed,Fixed,09/May/09 14:00,16/Aug/09 18:13,10/Aug/09 00:00
Sub-task,VYSPER-51,12425006,12423810,Discovery for Leaf Nodes (XEP-0060 5.3),mjakl,mjakl,Major,Closed,Fixed,09/May/09 13:57,16/Aug/09 18:13,08/Jul/09 00:00
Improvement,VYSPER-167,12432059,,Allow for adding of modules and storage providers by class name,brainlounge,brainlounge,Major,Resolved,Fixed,03/Aug/09 16:28,13/Aug/09 14:35,
Improvement,VYSPER-59,12425429,,Upgrade smack library,niklas,brainlounge,Major,Closed,Fixed,14/May/09 08:18,13/Aug/09 09:17,
Sub-task,VYSPER-104,12430560,12430556,Querying for Room Information,niklas,niklas,Major,Closed,Fixed,15/Jul/09 22:04,06/Aug/09 20:08,
Sub-task,VYSPER-103,12430559,12430556,Discovering Rooms,niklas,niklas,Major,Closed,Fixed,15/Jul/09 22:04,06/Aug/09 20:05,
Sub-task,VYSPER-102,12430558,12430556,Discovering Component Support for MUC,niklas,niklas,Major,Closed,Fixed,15/Jul/09 22:03,04/Aug/09 21:21,
Bug,VYSPER-10,12407987,,Implement Service Discovery XEP-0030,brainlounge,brainlounge,Major,Resolved,Fixed,07/Nov/08 06:45,04/Aug/09 09:24,
Improvement,VYSPER-168,12432063,,Keep config files in one place,,brainlounge,Major,Open,,03/Aug/09 16:37,03/Aug/09 17:54,
Improvement,VYSPER-99,12430462,,Log XML stanzas going in and out of the server,niklas,niklas,Major,Closed,Fixed,15/Jul/09 06:17,03/Aug/09 10:35,
Bug,VYSPER-165,12432006,,Unhandled missing/incomplete 'from' in outbound message stanzas,,brainlounge,Major,Resolved,Fixed,02/Aug/09 19:20,02/Aug/09 21:02,
Bug,VYSPER-157,12431691,,Fix presence broadcasts between contacts,brainlounge,brainlounge,Major,Resolved,Cannot Reproduce,29/Jul/09 13:18,02/Aug/09 19:14,
Sub-task,VYSPER-39,12423249,12423243,Infra: Move Vysper cwiki pages,paliwalashish,brainlounge,Major,Resolved,Fixed,20/Apr/09 08:22,01/Aug/09 17:46,
Sub-task,VYSPER-163,12431736,12431466,Enable switching between access-models,mjakl,mjakl,Major,Open,,29/Jul/09 19:40,29/Jul/09 19:40,
Sub-task,VYSPER-162,12431735,12431466,"Externalize the permission-checks into an ""access-model"" object",mjakl,mjakl,Major,Open,,29/Jul/09 19:40,29/Jul/09 19:40,
Improvement,VYSPER-152,12431466,,Implement the access-authorize access-model,mjakl,mjakl,Major,Open,,26/Jul/09 17:02,29/Jul/09 19:36,
Improvement,VYSPER-153,12431467,,Configure a Node (XEP-0060 8.2),mjakl,mjakl,Major,Open,,26/Jul/09 17:14,29/Jul/09 19:36,
Improvement,VYSPER-150,12431464,,Decentralize the collection of supported features,mjakl,mjakl,Major,Open,,26/Jul/09 16:55,29/Jul/09 19:36,
Bug,VYSPER-154,12431598,,Handle inbound Presence Probes correctly,brainlounge,brainlounge,Major,Open,,28/Jul/09 15:52,29/Jul/09 13:12,
Improvement,VYSPER-155,12431672,,Support bare JID in LatestPresenceCache ,brainlounge,brainlounge,Major,Resolved,Fixed,29/Jul/09 09:03,29/Jul/09 10:50,
Improvement,VYSPER-156,12431673,,Use RuntimeContext for storing the configuration of the PubSub extension,mjakl,mjakl,Major,Open,,29/Jul/09 09:17,29/Jul/09 09:17,
