#network-server--cocoon--ilgrosso,#network-server--cocoon--cdamioli,#network-server--cocoon--simonetripodi,#network-server--cocoon--devkat,#network-server--cocoon--rgoers,#network-server--cocoon--swallez,#network-server--cocoon--bdelacretaz,#network-server--cocoon--tcurdt,#network-server--cocoon--stefanom,#network-server--cocoon--pfumagalli,#network-server--cocoon--osi,#network-server--cocoon--rubys,#network-server--cocoon--cziegeler,#network-server--cocoon--reinhard,#network-server--cocoon--,#network-server--cocoon--lgawron,#network-server--cocoon--gkossakowski,#network-server--cocoon--jashaj,#network-server--cocoon--SimoneGianni
0,0,0,0,0,0,0,0,0,0,0,0,0.001466275659824047,0.0014925373134328358,0.00307152259763054,0.0045871559633027525,0.021798365122615803,0.08333333333333333,0.10526315789473684
