#network-server--mina-vysper--karimhm,#network-server--mina-vysper--JLLeitschuh,#network-server--mina-vysper--reda-alaoui,#network-server--mina-vysper--elecharny,#network-server--mina-vysper--mystic-lama,#network-server--mina-vysper--jvermillard,#network-server--mina-vysper--,#network-server--mina-vysper--berndfo
0,0,0,0,0,0,0.041979010494752625,0.07894736842105263
