#network-server--mina-ftpserver--garydgregory,#network-server--mina-ftpserver--elecharny,#network-server--mina-ftpserver--hboutemy,#network-server--mina-ftpserver--XenoAmess,#network-server--mina-ftpserver--sebbASF,#network-server--mina-ftpserver--jvermillard,#network-server--mina-ftpserver--trustin,#network-server--mina-ftpserver--
0,0,0,0,0,0,0,0.006430868167202572
