#network-server--directory-server--jrivard,#network-server--directory-server--coheigea,#network-server--directory-server--arduent,#network-server--directory-server--kwart,#network-server--directory-server--,#network-server--directory-server--christopher-cudennec,#network-server--directory-server--khmarbaise,#network-server--directory-server--mchoma,#network-server--directory-server--ggezer,#network-server--directory-server--cko,#network-server--directory-server--ccustine,#network-server--directory-server--ersiner,#network-server--directory-server--djencks,#network-server--directory-server--trustin,#network-server--directory-server--jvermillard,#network-server--directory-server--jimjag,#network-server--directory-server--brettporter,#network-server--directory-server--elecharny,#network-server--directory-server--seelmann,#network-server--directory-server--akarasulu,#network-server--directory-server--kayyagari,#network-server--directory-server--pamarcelot
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015815634884771804,0.0020920502092050207,0.002105263157894737,0.005591798695246971,0.017857142857142856
