#http--geronimo--jgawor,#http--geronimo--jaydm,#http--geronimo--bsnyder,#http--geronimo--ebcraig,#http--geronimo--gnodet,#http--geronimo--RoUS,#http--geronimo--jstrachan,#http--geronimo--jvanzyl,#http--geronimo--gstein,#http--geronimo--,#http--geronimo--dims,#http--geronimo--chirino,#http--geronimo--jaceklaskowski,#http--geronimo--dain,#http--geronimo--dblevins,#http--geronimo--djencks,#http--geronimo--jgenender
0,0,0,0,0,0,0,0,0,0.009015455065827132,0.0106951871657754,0.01652892561983471,0.018957345971563982,0.02235294117647059,0.023255813953488372,0.029643527204502813,0.05434782608695652
