#http--cocoon--ilgrosso,#http--cocoon--cdamioli,#http--cocoon--simonetripodi,#http--cocoon--devkat,#http--cocoon--rgoers,#http--cocoon--swallez,#http--cocoon--bdelacretaz,#http--cocoon--tcurdt,#http--cocoon--stefanom,#http--cocoon--pfumagalli,#http--cocoon--osi,#http--cocoon--rubys,#http--cocoon--reinhard,#http--cocoon--cziegeler,#http--cocoon--,#http--cocoon--lgawron,#http--cocoon--gkossakowski,#http--cocoon--SimoneGianni,#http--cocoon--jashaj
0,0,0,0,0,0,0,0,0,0,0,0,0.0009950248756218905,0.001466275659824047,0.003949100482667837,0.009174311926605505,0.02452316076294278,0.07894736842105263,0.08333333333333333
