#xml--xmlgraphics-batik--vhennebert,#xml--xmlgraphics-batik--jmaerki,#xml--xmlgraphics-batik--stefanom,#xml--xmlgraphics-batik--cjolif,#xml--xmlgraphics-batik--,#xml--xmlgraphics-batik--simonsteiner1984
0,0,0,0.0070921985815602835,0.02168525402726146,0.07194244604316546
