#xml--xmlgraphics-fop--chrisgt,#xml--xmlgraphics-fop--dirkx,#xml--xmlgraphics-fop--bdelacretaz,#xml--xmlgraphics-fop--,#xml--xmlgraphics-fop--vhennebert,#xml--xmlgraphics-fop--jmaerki,#xml--xmlgraphics-fop--spepping,#xml--xmlgraphics-fop--simonsteiner1984
0,0,0.030303030303030304,0.04439397067933099,0.09562398703403566,0.09915140687807057,0.10679611650485436,0.18546365914786966
