#xml--cocoon--ilgrosso,#xml--cocoon--cdamioli,#xml--cocoon--simonetripodi,#xml--cocoon--devkat,#xml--cocoon--rgoers,#xml--cocoon--swallez,#xml--cocoon--bdelacretaz,#xml--cocoon--tcurdt,#xml--cocoon--stefanom,#xml--cocoon--pfumagalli,#xml--cocoon--osi,#xml--cocoon--rubys,#xml--cocoon--reinhard,#xml--cocoon--cziegeler,#xml--cocoon--,#xml--cocoon--lgawron,#xml--cocoon--gkossakowski,#xml--cocoon--SimoneGianni,#xml--cocoon--jashaj
0,0,0,0,0,0,0,0,0,0,0,0,0.0009950248756218905,0.001466275659824047,0.003949100482667837,0.009174311926605505,0.02452316076294278,0.07894736842105263,0.08333333333333333
