#web-framework--isis--joonatan-r,#web-framework--isis--bkalbfus,#web-framework--isis--blaugold,#web-framework--isis--lamberken,#web-framework--isis--sanderginn,#web-framework--isis--DImuthuUpe,#web-framework--isis--bibryam,#web-framework--isis--jcvanderwal,#web-framework--isis--martin-g,#web-framework--isis--andi-huber
5.1361595907508036e-05,6.163391508900965e-05,6.163391508900965e-05,9.245087263351446e-05,0.0001335401493595209,0.0002568079795375402,0.00034925885217105466,0.0011196827907836752,0.011083832396840234,0.2631973620684342
1.0,0.5,2.0,1.0,0.5,0.3333333333333333,3.3333333333333335,0.6122448979591837,0.32107843137254904,0.173860730936983
1.0,0.75,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,0.32653061224489793,0.25245098039215685,0.3065122574823282
