#other--camel--tkopczynski,#other--camel--samratdhillon,#other--camel--brmeyer
0.00022357297561657235,0.00023754628659260812,0.0010899182561307902
0.7142857142857143,0.6666666666666666,1.1
0.5714285714285714,0.5,0.4
