#database--empire-db--datazuul,#database--empire-db--jimmycasey,#database--empire-db--danielshahaf,#database--empire-db--,#database--empire-db--francisdb,#database--empire-db--jan666,#database--empire-db--rdoebele
0,0,0,0.060077519379844964,0.06593406593406594,0.10638297872340426,0.5
