#database--cocoon--ilgrosso,#database--cocoon--cdamioli,#database--cocoon--simonetripodi,#database--cocoon--devkat,#database--cocoon--rgoers,#database--cocoon--swallez,#database--cocoon--bdelacretaz,#database--cocoon--tcurdt,#database--cocoon--stefanom,#database--cocoon--pfumagalli,#database--cocoon--osi,#database--cocoon--rubys,#database--cocoon--cziegeler,#database--cocoon--reinhard,#database--cocoon--,#database--cocoon--lgawron,#database--cocoon--gkossakowski,#database--cocoon--jashaj,#database--cocoon--SimoneGianni
0,0,0,0,0,0,0,0,0,0,0,0,0.001466275659824047,0.0014925373134328358,0.00307152259763054,0.0045871559633027525,0.021798365122615803,0.08333333333333333,0.10526315789473684
