#database--pig--nandorKollar,#database--pig--zjffdu,#database--pig--gkesavan,#database--pig--omalley,#database--pig--cutting,#database--pig--szlta,#database--pig--r0hini,#database--pig--,#database--pig--gdfm,#database--pig--rangadi,#database--pig--breed,#database--pig--julienledem,#database--pig--ashutoshc
0,0,0,0,0,0.05128205128205128,0.2767857142857143,0.3385093167701863,0.39285714285714285,0.6666666666666666,1.0,1.1891891891891893,1.3214285714285714
