#content--pdfbox--tballison,#content--pdfbox--THausherr,#content--pdfbox--,#content--pdfbox--lehmi,#content--pdfbox--jukka,#content--pdfbox--jahewson,#content--pdfbox--jmaerki
0.125,0.1321882001493652,0.4459677419354839,0.5106679035250464,0.6779661016949152,0.7165354330708661,2.0
