#content--manifoldcf--schuch,#content--manifoldcf--OpenPj,#content--manifoldcf--danielshahaf,#content--manifoldcf--tteofili,#content--manifoldcf--gsingers,#content--manifoldcf--rmuir,#content--manifoldcf--markrmiller,#content--manifoldcf--kwrightapache,#content--manifoldcf--kishorejangid,#content--manifoldcf--sabe1,#content--manifoldcf--,#content--manifoldcf--maoo,#content--manifoldcf--rafaharo
0,0,0,0,0,0,0,0.00477326968973747,0.00847457627118644,0.014705882352941176,0.023148148148148147,0.05555555555555555,0.23076923076923078
