#content--incubator-freemarker--chrisrueger,#content--incubator-freemarker--,#content--incubator-freemarker--powercomstar,#content--incubator-freemarker--theHacker,#content--incubator-freemarker--ILyaCyclone,#content--incubator-freemarker--agriffis,#content--incubator-freemarker--martin-g,#content--incubator-freemarker--TrackerSB,#content--incubator-freemarker--mbooth101,#content--incubator-freemarker--aschi,#content--incubator-freemarker--quaff,#content--incubator-freemarker--woonsan,#content--incubator-freemarker--vocatan,#content--incubator-freemarker--robin850,#content--incubator-freemarker--ajbanck,#content--incubator-freemarker--ninjyni,#content--incubator-freemarker--chaquotay,#content--incubator-freemarker--fvanderwielen,#content--incubator-freemarker--jyjz2008,#content--incubator-freemarker--pitgrap,#content--incubator-freemarker--SimonLammer,#content--incubator-freemarker--pradeepmurugesan,#content--incubator-freemarker--pyxide,#content--incubator-freemarker--jacopoc,#content--incubator-freemarker--ratherblue,#content--incubator-freemarker--nanlei,#content--incubator-freemarker--mkleine,#content--incubator-freemarker--gamerson,#content--incubator-freemarker--ddekany,#content--incubator-freemarker--szegedi,#content--incubator-freemarker--woonsanko
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0046210720887245845,0.07142857142857142,0.25
