#other--incubator-freemarker--chrisrueger,#other--incubator-freemarker--,#other--incubator-freemarker--powercomstar,#other--incubator-freemarker--theHacker,#other--incubator-freemarker--ILyaCyclone,#other--incubator-freemarker--agriffis,#other--incubator-freemarker--martin-g,#other--incubator-freemarker--TrackerSB,#other--incubator-freemarker--mbooth101,#other--incubator-freemarker--aschi,#other--incubator-freemarker--quaff,#other--incubator-freemarker--woonsan,#other--incubator-freemarker--vocatan,#other--incubator-freemarker--robin850,#other--incubator-freemarker--ajbanck,#other--incubator-freemarker--ninjyni,#other--incubator-freemarker--chaquotay,#other--incubator-freemarker--fvanderwielen,#other--incubator-freemarker--jyjz2008,#other--incubator-freemarker--pitgrap,#other--incubator-freemarker--SimonLammer,#other--incubator-freemarker--pradeepmurugesan,#other--incubator-freemarker--pyxide,#other--incubator-freemarker--jacopoc,#other--incubator-freemarker--ratherblue,#other--incubator-freemarker--nanlei,#other--incubator-freemarker--mkleine,#other--incubator-freemarker--gamerson,#other--incubator-freemarker--ddekany,#other--incubator-freemarker--szegedi,#other--incubator-freemarker--woonsanko
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0046210720887245845,0.07142857142857142,0.25
