#java--incubator-freemarker--chrisrueger,#java--incubator-freemarker--,#java--incubator-freemarker--powercomstar,#java--incubator-freemarker--theHacker,#java--incubator-freemarker--ILyaCyclone,#java--incubator-freemarker--agriffis,#java--incubator-freemarker--martin-g,#java--incubator-freemarker--TrackerSB,#java--incubator-freemarker--mbooth101,#java--incubator-freemarker--aschi,#java--incubator-freemarker--quaff,#java--incubator-freemarker--woonsan,#java--incubator-freemarker--vocatan,#java--incubator-freemarker--robin850,#java--incubator-freemarker--ajbanck,#java--incubator-freemarker--ninjyni,#java--incubator-freemarker--chaquotay,#java--incubator-freemarker--fvanderwielen,#java--incubator-freemarker--jyjz2008,#java--incubator-freemarker--pitgrap,#java--incubator-freemarker--SimonLammer,#java--incubator-freemarker--pradeepmurugesan,#java--incubator-freemarker--pyxide,#java--incubator-freemarker--jacopoc,#java--incubator-freemarker--ratherblue,#java--incubator-freemarker--nanlei,#java--incubator-freemarker--mkleine,#java--incubator-freemarker--gamerson,#java--incubator-freemarker--ddekany,#java--incubator-freemarker--szegedi,#java--incubator-freemarker--woonsanko
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013401109057301294,0.07142857142857142,0.5
