#big-data--drill--prasadns14,#big-data--drill--AdamPD,#big-data--drill--yssharma,#big-data--drill--amithadke,#big-data--drill--julianhyde,#big-data--drill--vladimirtkach,#big-data--drill--dvjyothsna,#big-data--drill--akumarb2010,#big-data--drill--kameshb,#big-data--drill--kkhatua,#big-data--drill--Serhii-Harnyk,#big-data--drill--bitblender,#big-data--drill--ppadma,#big-data--drill--hnfgns,#big-data--drill--KulykRoman,#big-data--drill--chunhui-shi,#big-data--drill--vrozov,#big-data--drill--sudheeshkatkam,#big-data--drill--vrtx,#big-data--drill--tnachen,#big-data--drill--dsbos,#big-data--drill--hsuanyi,#big-data--drill--cwestin,#big-data--drill--parthchandra,#big-data--drill--adeneche,#big-data--drill--jinfengni,#big-data--drill--mehant,#big-data--drill--jaltekruse,#big-data--drill--vkorukanti,#big-data--drill--adityakishore,#big-data--drill--StevenMPhillips,#big-data--drill--arina-ielchiieva,#big-data--drill--jacques-n
97,539,191,111,754,186,435,1313,619,778,183,875,619,104,499,813,358,168,173,593,341,517,365,1533,557,826,783,2681,899,1108,947,1537,1229
1.1111111111111112,1.6363636363636365,1.0,1.9375,1.0526315789473684,0.8181818181818182,0.6470588235294118,3.7142857142857144,1.6428571428571428,0.7241379310344828,1.0,0.5,0.7674418604651163,4.333333333333333,1.1111111111111112,1.12,0.5806451612903226,1.0526315789473684,3.65625,2.347826086956522,1.1571428571428573,1.1529411764705881,1.9310344827586208,0.9354838709677419,0.810126582278481,1.2394366197183098,1.294930875576037,1.4583333333333333,1.7222222222222223,0.7464788732394366,1.2323651452282158,0.5789473684210527,1.0345744680851063
0.7777777777777778,0.6363636363636364,0.6666666666666666,0.6875,0.42105263157894735,0.36363636363636365,0.35294117647058826,0.7142857142857143,0.6428571428571429,0.3448275862068966,0.6666666666666666,0.35714285714285715,0.6744186046511628,0.6666666666666666,0.4444444444444444,0.52,0.3548387096774194,0.5789473684210527,0.75,0.7391304347826086,0.7571428571428571,0.6705882352941176,0.6551724137931034,0.43548387096774194,0.4430379746835443,0.5915492957746479,0.7004608294930875,0.5625,0.7037037037037037,0.352112676056338,0.5435684647302904,0.3742690058479532,0.4015957446808511
