#big-data--carbondata--shardul-cr7,#big-data--carbondata--bhavya411,#big-data--carbondata--ravikiran23,#big-data--carbondata--sujith71955,#big-data--carbondata--gvramana,#big-data--carbondata--manishgupta88
127,497,449,1046,285,1001
0.5,2.111111111111111,0.5135135135135135,0.7608695652173914,1.0526315789473684,0.7152777777777778
0.4,0.5555555555555556,0.33783783783783783,0.34782608695652173,0.42105263157894735,0.4305555555555556
