#big-data--kafka--eribeiro,#big-data--kafka--kawamuray,#big-data--kafka--ning2008wisc,#big-data--kafka--OmniaGM,#big-data--kafka--jklukas,#big-data--kafka--wushujames,#big-data--kafka--original-brownbear,#big-data--kafka--dpkp,#big-data--kafka--norwood,#big-data--kafka--ConcurrencyPractitioner,#big-data--kafka--vinothchandar,#big-data--kafka--h314to,#big-data--kafka--rayokota,#big-data--kafka--tedyu,#big-data--kafka--Ishiihara,#big-data--kafka--jeyhunkarimov,#big-data--kafka--rekhajoshm,#big-data--kafka--enothereska,#big-data--kafka--rhauch,#big-data--kafka--dguy,#big-data--kafka--guozhangwang,#big-data--kafka--mjsax
525,261,414,502,650,1775,214,384,1108,818,315,402,567,872,1005,569,603,684,2365,682,2804,2485
0.6666666666666666,4.833333333333333,1.0,0.5,1.6666666666666667,0.9090909090909091,1.2857142857142858,1.5,1.0,1.5714285714285714,1.7,0.625,0.8823529411764706,1.2173913043478262,0.9722222222222222,0.8666666666666667,1.125,1.3452380952380953,1.0253164556962024,1.0785340314136125,0.6430062630480167,0.6418918918918919
0.3333333333333333,0.8333333333333334,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.36363636363636365,0.5714285714285714,0.3333333333333333,0.4166666666666667,0.42857142857142855,0.4,0.375,0.35294117647058826,0.391304347826087,0.3333333333333333,0.4,0.375,0.4642857142857143,0.3670886075949367,0.49214659685863876,0.35908141962421714,0.36711711711711714
