#web-framework--isis--dependabot[bot],#web-framework--isis--johandoornenbal,#web-framework--isis--naveensrinivasan,#web-framework--isis--pjfanning,#web-framework--isis--JuhoKon,#web-framework--isis--PakhomovAlexander,#web-framework--isis--jbampton,#web-framework--isis--anttipessa,#web-framework--isis--ahus1,#web-framework--isis--php-coder,#web-framework--isis--JLLeitschuh,#web-framework--isis--joergrade,#web-framework--isis--kshithijiyer,#web-framework--isis--ppirus,#web-framework--isis--bradh,#web-framework--isis--jimmycasey,#web-framework--isis--kev-m,#web-framework--isis--rkalis,#web-framework--isis--gesina,#web-framework--isis--rhosdev,#web-framework--isis--sebadiaz,#web-framework--isis--mbppower,#web-framework--isis--niv0,#web-framework--isis--michalbcz,#web-framework--isis--bhargavgolla,#web-framework--isis--struberg,#web-framework--isis--danielshahaf,#web-framework--isis--joerg-rade,#web-framework--isis--,#web-framework--isis--rcmatthews,#web-framework--isis--oscarbou,#web-framework--isis--mwhesse,#web-framework--isis--jdbranham,#web-framework--isis--mnour,#web-framework--isis--danhaywood,#web-framework--isis--sanderginn,#web-framework--isis--martin-g,#web-framework--isis--andi-huber,#web-framework--isis--jcvanderwal,#web-framework--isis--bibryam,#web-framework--isis--DImuthuUpe,#web-framework--isis--bkalbfus,#web-framework--isis--joonatan-r,#web-framework--isis--lamberken,#web-framework--isis--blaugold
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01652892561983471,0.02328382175832999,0.07142857142857142,0.1111111111111111,0.11627906976744186,0.12,0.14285714285714285,0.17822553712568184,0.25,0.25245098039215685,0.3065122574823282,0.32653061224489793,0.3333333333333333,0.3333333333333333,0.75,1.0,1.0,1.0
