#web-framework--cocoon--ilgrosso,#web-framework--cocoon--cdamioli,#web-framework--cocoon--simonetripodi,#web-framework--cocoon--devkat,#web-framework--cocoon--rgoers,#web-framework--cocoon--swallez,#web-framework--cocoon--bdelacretaz,#web-framework--cocoon--tcurdt,#web-framework--cocoon--stefanom,#web-framework--cocoon--pfumagalli,#web-framework--cocoon--osi,#web-framework--cocoon--rubys,#web-framework--cocoon--reinhard,#web-framework--cocoon--cziegeler,#web-framework--cocoon--,#web-framework--cocoon--lgawron,#web-framework--cocoon--gkossakowski,#web-framework--cocoon--SimoneGianni,#web-framework--cocoon--jashaj
0,0,0,0,0,0,0,0,0,0,0,0,0.0009950248756218905,0.001466275659824047,0.003949100482667837,0.009174311926605505,0.02452316076294278,0.07894736842105263,0.08333333333333333
