#network-client--directory-studio--roubert,#network-client--directory-studio--septatrix,#network-client--directory-studio--lhaeger,#network-client--directory-studio--minfrin,#network-client--directory-studio--kayyagari,#network-client--directory-studio--djencks,#network-client--directory-studio--ersiner,#network-client--directory-studio--,#network-client--directory-studio--pamarcelot,#network-client--directory-studio--akarasulu,#network-client--directory-studio--elecharny,#network-client--directory-studio--seelmann,#network-client--directory-studio--cko
0,0,0,0,0,0,0,0.015037593984962405,0.020913770913770915,0.02666666666666667,0.03462603878116344,0.08837209302325581,0.11764705882352941
