#network-client--cocoon--ilgrosso,#network-client--cocoon--cdamioli,#network-client--cocoon--simonetripodi,#network-client--cocoon--devkat,#network-client--cocoon--rgoers,#network-client--cocoon--swallez,#network-client--cocoon--bdelacretaz,#network-client--cocoon--tcurdt,#network-client--cocoon--stefanom,#network-client--cocoon--pfumagalli,#network-client--cocoon--osi,#network-client--cocoon--rubys,#network-client--cocoon--reinhard,#network-client--cocoon--cziegeler,#network-client--cocoon--,#network-client--cocoon--lgawron,#network-client--cocoon--gkossakowski,#network-client--cocoon--SimoneGianni,#network-client--cocoon--jashaj
0,0,0,0,0,0,0,0,0,0,0,0,0.0009950248756218905,0.001466275659824047,0.003949100482667837,0.009174311926605505,0.02452316076294278,0.07894736842105263,0.08333333333333333
