#network-client--mina--jeffmaury,#network-client--mina--msangoi,#network-client--mina--mystic-lama,#network-client--mina--luontola,#network-client--mina--gnodet,#network-client--mina--mheath,#network-client--mina--sjlee,#network-client--mina--jgenender,#network-client--mina--ersiner,#network-client--mina--jimjag,#network-client--mina--,#network-client--mina--elecharny,#network-client--mina--jvermillard,#network-client--mina--akarasulu,#network-client--mina--trustin,#network-client--mina--osi,#network-client--mina--rbarazzutti
0,0,0,0,0,0,0,0,0,0,0.003968253968253968,0.00784313725490196,0.015873015873015872,0.02040816326530612,0.023540489642184557,0.05263157894736842,0.10526315789473684
