#database--cayenne--AlexandrShestak,#database--cayenne--nismooooooo,#database--cayenne--ollybondareva,#database--cayenne--const1993
0.002310762551642042,0.006092010363419929,0.008682865345564035,0.00959316574469575
0.3333333333333333,0.2682926829268293,0.4,0.28888888888888886
0.4444444444444444,0.2682926829268293,0.4,0.24444444444444444
