#library--logging-log4php--rgoers,#library--logging-log4php--Falseclock,#library--logging-log4php--,#library--logging-log4php--0xbad0c0d3,#library--logging-log4php--alexiskulash,#library--logging-log4php--vlajos,#library--logging-log4php--grobmeier,#library--logging-log4php--ihabunek,#library--logging-log4php--gmcdonald,#library--logging-log4php--jimjag
0,0,0,0,0,0,0,0,0,0
