#library--commons-crypto--dependabot[bot],#library--commons-crypto--jochenw,#library--commons-crypto--arturobernalg,#library--commons-crypto--geoffreyblake,#library--commons-crypto--XenoAmess,#library--commons-crypto--aremily,#library--commons-crypto--adamretter,#library--commons-crypto--ossdev07,#library--commons-crypto--chtompki,#library--commons-crypto--krosenvold,#library--commons-crypto--stain,#library--commons-crypto--garydgregory,#library--commons-crypto--sebbASF,#library--commons-crypto--britter,#library--commons-crypto--JkSelf,#library--commons-crypto--jerrychenhf,#library--commons-crypto--,#library--commons-crypto--sundapeng,#library--commons-crypto--salyh,#library--commons-crypto--dianfu,#library--commons-crypto--winningsix,#library--commons-crypto--colinmjj,#library--commons-crypto--dongche,#library--commons-crypto--kexianda
0,0,0,0,0,0,0,0,0,0,0,0.0035335689045936395,0.08904109589041095,0.16666666666666666,0.2,0.2,0.2413793103448276,0.3010752688172043,0.3333333333333333,0.3333333333333333,0.34615384615384615,0.5454545454545454,0.6666666666666666,1.0
