#library--bval--jeanouii,#library--bval--tandraschko,#library--bval--struberg,#library--bval--mnour,#library--bval--gmcdonald,#library--bval--matzew,#library--bval--mbenson,#library--bval--simonetripodi,#library--bval--rmannibucau,#library--bval--
0,0,0,0,0,0,0.07095709570957096,0.07526881720430108,0.0859375,0.2222222222222222
