#library--commons-bcel--dependabot[bot],#library--commons-bcel--KengoTODA,#library--commons-bcel--arturobernalg,#library--commons-bcel--rjatkins,#library--commons-bcel--mernst,#library--commons-bcel--kriegaex,#library--commons-bcel--markro49,#library--commons-bcel--cpoerschke,#library--commons-bcel--mureinik,#library--commons-bcel--AppLoidx,#library--commons-bcel--suztomo,#library--commons-bcel--aherbert,#library--commons-bcel--valery-barysok,#library--commons-bcel--the1derer,#library--commons-bcel--kinow,#library--commons-bcel--PascalSchumacher,#library--commons-bcel--chtompki,#library--commons-bcel--stain,#library--commons-bcel--olamy,#library--commons-bcel--danielrall,#library--commons-bcel--jvanzyl,#library--commons-bcel--rubys,#library--commons-bcel--britter,#library--commons-bcel--garydgregory,#library--commons-bcel--,#library--commons-bcel--chonton,#library--commons-bcel--sebbASF,#library--commons-bcel--markt-asf,#library--commons-bcel--mebigfatguy,#library--commons-bcel--tcurdt,#library--commons-bcel--ebourg
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028169014084507043,0.02832244008714597,0.03793103448275862,0.043478260869565216,0.09178743961352658,0.11538461538461539,0.12169312169312169,0.13580246913580246,0.1702127659574468
