#library--commons-jxpath--dependabot[bot],#library--commons-jxpath--XenoAmess,#library--commons-jxpath--sebbASF,#library--commons-jxpath--PascalSchumacher,#library--commons-jxpath--chtompki,#library--commons-jxpath--britter,#library--commons-jxpath--olamy,#library--commons-jxpath--mebigfatguy,#library--commons-jxpath--dennisl,#library--commons-jxpath--rahu1,#library--commons-jxpath--itstechupnorth,#library--commons-jxpath--baahmi,#library--commons-jxpath--mdiggory,#library--commons-jxpath--jvanzyl,#library--commons-jxpath--jstrachan,#library--commons-jxpath--garydgregory,#library--commons-jxpath--mbenson,#library--commons-jxpath--,#library--commons-jxpath--ebourg
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02631578947368421,0.05188679245283019,0.08503401360544217,0.16666666666666666
