#library--mahout--andrewmusselman,#library--mahout--josehernandezsc,#library--mahout--lewismc,#library--mahout--royadityak94,#library--mahout--chrisdutz,#library--mahout--balashashanka,#library--mahout--sergiu-svinarciuc,#library--mahout--dependabot[bot],#library--mahout--ottlinger,#library--mahout--jeffling,#library--mahout--jimmycasey,#library--mahout--startbootstrapdemo,#library--mahout--jackcgai,#library--mahout--tbfly,#library--mahout--mikekap,#library--mahout--kinow,#library--mahout--dustinvanstee,#library--mahout--chu11,#library--mahout--mutekinootoko,#library--mahout--yougoer,#library--mahout--gcapan,#library--mahout--wobu,#library--mahout--rawkintrevo,#library--mahout--andrewpalumbo,#library--mahout--smarthi,#library--mahout--alexeygrigorev,#library--mahout--pferrel,#library--mahout--sslavic,#library--mahout--bimargulies,#library--mahout--dlyubimov,#library--mahout--gsingers,#library--mahout--avati,#library--mahout--srowen,#library--mahout--MaineC,#library--mahout--drewfarris,#library--mahout--asubmissions,#library--mahout--,#library--mahout--adeneche,#library--mahout--robinanil,#library--mahout--jakemannix,#library--mahout--tdunning,#library--mahout--dweiss
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008064516129032258,0.022222222222222223,0.03546099290780142,0.06451612903225806,0.075,0.08,0.08333333333333333,0.18888888888888888,0.1902834008097166,0.2,0.2008238928939238,0.21621621621621623,0.21818181818181817,0.2184873949579832,0.23644578313253012,0.2857142857142857,0.3416149068322981,0.47761194029850745,0.5021097046413502,0.5714285714285714
