#library--commons-jexl--dependabot[bot],#library--commons-jexl--hussachai,#library--commons-jexl--YunLemon,#library--commons-jexl--nhojpatrick,#library--commons-jexl--XenoAmess,#library--commons-jexl--PascalSchumacher,#library--commons-jexl--kinow,#library--commons-jexl--chtompki,#library--commons-jexl--olamy,#library--commons-jexl--dennisl,#library--commons-jexl--mbenson,#library--commons-jexl--baahmi,#library--commons-jexl--mdiggory,#library--commons-jexl--YoavShapira,#library--commons-jexl--itstechupnorth,#library--commons-jexl--jvanzyl,#library--commons-jexl--ebourg,#library--commons-jexl--sebbASF,#library--commons-jexl--jstrachan,#library--commons-jexl--garydgregory,#library--commons-jexl--,#library--commons-jexl--rahu1,#library--commons-jexl--osi,#library--commons-jexl--csamak,#library--commons-jexl--henrib,#library--commons-jexl--grobmeier,#library--commons-jexl--dmitri-blinov
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017857142857142856,0.023474178403755867,0.03225806451612903,0.04,0.05821917808219178,0.07216494845360824,0.10526315789473684,0.14285714285714285,0.1528735632183908,0.15384615384615385,0.2
