#library--commons-rdf--garydgregory,#library--commons-rdf--sebbASF,#library--commons-rdf--dependabot[bot],#library--commons-rdf--,#library--commons-rdf--wikier,#library--commons-rdf--ajs6f,#library--commons-rdf--acoburn,#library--commons-rdf--christopher-johnson,#library--commons-rdf--chtompki,#library--commons-rdf--ghxiao,#library--commons-rdf--lewismc,#library--commons-rdf--britter,#library--commons-rdf--ianwdunlop,#library--commons-rdf--ansell,#library--commons-rdf--afs,#library--commons-rdf--stain
0,0,0,0,0,0,0,0,0,0,0,0,0,0.01098901098901099,0.02857142857142857,0.06108897742363878
