#library--shiro--dependabot[bot],#library--shiro--bmarwell,#library--shiro--julian-computes,#library--shiro--georgecao,#library--shiro--hboutemy,#library--shiro--coheigea,#library--shiro--pjfanning,#library--shiro--khmarbaise,#library--shiro--zeroflag,#library--shiro--jsoref,#library--shiro--zAlbee,#library--shiro--kriegaex,#library--shiro--weltonrodrigo,#library--shiro--pitjazz,#library--shiro--seaswalker,#library--shiro--lcc,#library--shiro--dngzs,#library--shiro--FredTreg,#library--shiro--ricardolsmendes,#library--shiro--eric-cho,#library--shiro--ddddyyyy,#library--shiro--tbrugz,#library--shiro--ramostear,#library--shiro--boris-petrov,#library--shiro--tomsun28,#library--shiro--luohongtu,#library--shiro--steinarb,#library--shiro--jbonofre,#library--shiro--plx927,#library--shiro--ThomasVitale,#library--shiro--mmpestorich,#library--shiro--lileibuaa,#library--shiro--ogarrydev,#library--shiro--ittiaminsite,#library--shiro--mnybon,#library--shiro--ewanmellor,#library--shiro--KPhi,#library--shiro--bentmann,#library--shiro--leleuj,#library--shiro--MarcGiffing,#library--shiro--raupachz,#library--shiro--K0zka,#library--shiro--HipDragon,#library--shiro--jerrinot,#library--shiro--waywardmonkeys,#library--shiro--opticyclic,#library--shiro--schnatterer,#library--shiro--andrewmorgan,#library--shiro--ankon,#library--shiro--mattbishop,#library--shiro--cstamas,#library--shiro--gmcdonald,#library--shiro--elecharny,#library--shiro--asf-ci,#library--shiro--fpapon,#library--shiro--bdemers,#library--shiro--lprimak,#library--shiro--kaosko,#library--shiro--,#library--shiro--ddold
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01098901098901099,0.024539877300613498,0.09090909090909091,0.1,0.12979152656355078,1.0
