#library--commons-weaver--sebbASF,#library--commons-weaver--garydgregory,#library--commons-weaver--,#library--commons-weaver--radcortez,#library--commons-weaver--PascalSchumacher,#library--commons-weaver--chtompki,#library--commons-weaver--kinow,#library--commons-weaver--mbenson,#library--commons-weaver--struberg
0,0,0,0,0,0,0,0.01079913606911447,0.1111111111111111
