#library--commons-ognl--garydgregory,#library--commons-ognl--sebbASF,#library--commons-ognl--,#library--commons-ognl--dependabot[bot],#library--commons-ognl--lukaszlenart,#library--commons-ognl--sullis,#library--commons-ognl--arturobernalg,#library--commons-ognl--nhojpatrick,#library--commons-ognl--chtompki,#library--commons-ognl--olamy,#library--commons-ognl--grobmeier,#library--commons-ognl--simonetripodi,#library--commons-ognl--mcucchiara
0,0,0,0,0,0,0,0,0,0.08108108108108109,0.11904761904761904,0.12413793103448276,0.23786407766990292
