#library--commons-jelly--sebbASF,#library--commons-jelly--garydgregory,#library--commons-jelly--XenoAmess,#library--commons-jelly--chtompki,#library--commons-jelly--PascalSchumacher,#library--commons-jelly--britter,#library--commons-jelly--mebigfatguy,#library--commons-jelly--olamy,#library--commons-jelly--dennisl,#library--commons-jelly--mbenson,#library--commons-jelly--rahu1,#library--commons-jelly--osi,#library--commons-jelly--bodewig,#library--commons-jelly--brettporter,#library--commons-jelly--itstechupnorth,#library--commons-jelly--mdiggory,#library--commons-jelly--YoavShapira,#library--commons-jelly--baahmi,#library--commons-jelly--jvanzyl,#library--commons-jelly--ted-husted,#library--commons-jelly--realityforge,#library--commons-jelly--,#library--commons-jelly--jstrachan
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007832898172323759,0.010050251256281407
