#library--openjpa--dependabot[bot],#library--openjpa--s4iko,#library--openjpa--jeanouii,#library--openjpa--jbonofre,#library--openjpa--dazey3,#library--openjpa--simesi,#library--openjpa--PoojaChandak,#library--openjpa--nemux,#library--openjpa--cschneider,#library--openjpa--rmannibucau,#library--openjpa--solomax,#library--openjpa--eolivelli,#library--openjpa--struberg,#library--openjpa--ilgrosso,#library--openjpa--papajdo,#library--openjpa--mikedd,#library--openjpa--tandraschko,#library--openjpa--,#library--openjpa--bmarwell
0,0,0,0,0,0,0,0,0,0.0392156862745098,0.047619047619047616,0.05263157894736842,0.06862745098039216,0.08108108108108109,0.18518518518518517,0.1900990099009901,0.25,0.2767189384800965,0.3333333333333333
